date,link,situation(day),situation(night),temperature(day),temperature(night),wind(day),wind(night)
20170510,http://www.tianqihoubao.com/lishi/xian/20170510.html,阴,阴,28℃,17℃,东北风≤3级,东北风≤3级
20170511,http://www.tianqihoubao.com/lishi/xian/20170511.html,晴,晴,34℃,16℃,东北风≤3级,东北风≤3级
20170512,http://www.tianqihoubao.com/lishi/xian/20170512.html,晴,晴,32℃,17℃,东北风≤3级,东北风≤3级
20170513,http://www.tianqihoubao.com/lishi/xian/20170513.html,局部多云,阴天,33℃,18℃,东北风2,东北风2
20170514,http://www.tianqihoubao.com/lishi/xian/20170514.html,零散阵雨,零散阵雨,26℃,13℃,东北偏北风3,东北偏北风3
20170515,http://www.tianqihoubao.com/lishi/xian/20170515.html,零散阵雨,局部多云,24℃,13℃,西北风2,西北风2
20170516,http://www.tianqihoubao.com/lishi/xian/20170516.html,晴,晴,30℃,15℃,东北风≤3级,东北风≤3级
20170517,http://www.tianqihoubao.com/lishi/xian/20170517.html,晴,多云,33℃,20℃,东北风≤3级,东北风≤3级
20170518,http://www.tianqihoubao.com/lishi/xian/20170518.html,阵雨,小雨,30℃,19℃,东风≤3级,东风≤3级
20170519,http://www.tianqihoubao.com/lishi/xian/20170519.html,多云,多云,32℃,18℃,东北风≤3级,东北风≤3级
20170520,http://www.tianqihoubao.com/lishi/xian/20170520.html,阴,阵雨,31℃,20℃,东风≤3级,东风≤3级
20170521,http://www.tianqihoubao.com/lishi/xian/20170521.html,阴,小雨,30℃,21℃,东北风≤3级,东北风≤3级
20170522,http://www.tianqihoubao.com/lishi/xian/20170522.html,小到中雨,阴,24℃,15℃,南风3-4级,东风≤3级
20170523,http://www.tianqihoubao.com/lishi/xian/20170523.html,晴,晴,25℃,15℃,东北风≤3级,东北风≤3级
20170524,http://www.tianqihoubao.com/lishi/xian/20170524.html,多云,多云,28℃,16℃,东北风≤3级,东北风≤3级
20170525,http://www.tianqihoubao.com/lishi/xian/20170525.html,晴,多云,30℃,16℃,东北风≤3级,东北风≤3级
20170526,http://www.tianqihoubao.com/lishi/xian/20170526.html,晴,晴,33℃,19℃,东北风≤3级,东北风≤3级
20170527,http://www.tianqihoubao.com/lishi/xian/20170527.html,晴,晴,35℃,20℃,东北风≤3级,东北风≤3级
20170528,http://www.tianqihoubao.com/lishi/xian/20170528.html,多云,阴,36℃,22℃,东北风≤3级,东北风≤3级
20170529,http://www.tianqihoubao.com/lishi/xian/20170529.html,阵雨,阴,29℃,20℃,东风≤3级,东风≤3级
20170530,http://www.tianqihoubao.com/lishi/xian/20170530.html,晴,多云,33℃,20℃,东北风≤3级,东北风≤3级
20170531,http://www.tianqihoubao.com/lishi/xian/20170531.html,多云,多云,34℃,22℃,东北风≤3级,东北风≤3级
20170701,http://www.tianqihoubao.com/lishi/xian/20170701.html,晴,晴,36℃,24℃,东北风≤3级,东北风≤3级
20170702,http://www.tianqihoubao.com/lishi/xian/20170702.html,晴,晴,37℃,25℃,东北风≤3级,东北风≤3级
20170703,http://www.tianqihoubao.com/lishi/xian/20170703.html,多云,多云,37℃,25℃,东北风≤3级,东北风≤3级
20170704,http://www.tianqihoubao.com/lishi/xian/20170704.html,多云,多云,38℃,26℃,东北风≤3级,东北风≤3级
20170705,http://www.tianqihoubao.com/lishi/xian/20170705.html,小雨,小到中雨,29℃,23℃,东风≤3级,东风≤3级
20170706,http://www.tianqihoubao.com/lishi/xian/20170706.html,小雨,阴,26℃,20℃,西南风≤3级,东北风≤3级
20170707,http://www.tianqihoubao.com/lishi/xian/20170707.html,晴,多云,35℃,21℃,无持续风向≤3级,无持续风向≤3级
20170708,http://www.tianqihoubao.com/lishi/xian/20170708.html,多云,多云,37℃,24℃,无持续风向≤3级,无持续风向≤3级
20170709,http://www.tianqihoubao.com/lishi/xian/20170709.html,晴,晴,39℃,24℃,无持续风向≤3级,无持续风向≤3级
20170710,http://www.tianqihoubao.com/lishi/xian/20170710.html,局部多云,晴,42℃,24℃,西南偏西风2,西南偏西风2
20170711,http://www.tianqihoubao.com/lishi/xian/20170711.html,晴,晴,40℃,26℃,东北风≤3级,南风3-4级
20170712,http://www.tianqihoubao.com/lishi/xian/20170712.html,晴,多云,41℃,26℃,南风3-4级,南风3-4级
20170713,http://www.tianqihoubao.com/lishi/xian/20170713.html,多云,晴,40℃,25℃,东南风3-4级,东南风≤3级
20170714,http://www.tianqihoubao.com/lishi/xian/20170714.html,多云,晴,38℃,25℃,东风3-4级,东南风≤3级
20170715,http://www.tianqihoubao.com/lishi/xian/20170715.html,小雨,晴,38℃,26℃,东风3-4级,东北风≤3级
20170716,http://www.tianqihoubao.com/lishi/xian/20170716.html,阵雨,多云,34℃,24℃,东风3-4级,东风3-4级
20170717,http://www.tianqihoubao.com/lishi/xian/20170717.html,多云,多云,37℃,27℃,东南风≤3级,东南风≤3级
20170718,http://www.tianqihoubao.com/lishi/xian/20170718.html,小雨,多云,36℃,25℃,南风≤3级,南风≤3级
20170719,http://www.tianqihoubao.com/lishi/xian/20170719.html,晴,多云,40℃,27℃,东风≤3级,南风≤3级
20170720,http://www.tianqihoubao.com/lishi/xian/20170720.html,阴,多云,40℃,28℃,南风≤3级,西南风≤3级
20170721,http://www.tianqihoubao.com/lishi/xian/20170721.html,多云,多云,41℃,27℃,东南风3-4级,东南风3-4级
20170722,http://www.tianqihoubao.com/lishi/xian/20170722.html,小雨,晴,40℃,29℃,东南风≤3级,西南风≤3级
20170723,http://www.tianqihoubao.com/lishi/xian/20170723.html,多云,晴,40℃,28℃,南风3-4级,南风≤3级
20170724,http://www.tianqihoubao.com/lishi/xian/20170724.html,晴,晴,41℃,28℃,东南风≤3级,东南风≤3级
20170725,http://www.tianqihoubao.com/lishi/xian/20170725.html,多云,晴,40℃,29℃,东南风4-5级,东南风4-5级
20170726,http://www.tianqihoubao.com/lishi/xian/20170726.html,多云,多云,40℃,27℃,南风≤3级,东南风3-4级
20170727,http://www.tianqihoubao.com/lishi/xian/20170727.html,多云,小雨,40℃,27℃,东北风≤3级,西风3-4级
20170728,http://www.tianqihoubao.com/lishi/xian/20170728.html,小雨,小雨,31℃,23℃,东北风3-4级,东北风≤3级
20170729,http://www.tianqihoubao.com/lishi/xian/20170729.html,小雨,小雨,26℃,21℃,东北风≤3级,东北风≤3级
20170730,http://www.tianqihoubao.com/lishi/xian/20170730.html,多云,晴,32℃,21℃,东北风≤3级,东北风≤3级
20170401,http://www.tianqihoubao.com/lishi/xian/20170401.html,晴,晴,20℃,8℃,东北风≤3级,东北风≤3级
20170402,http://www.tianqihoubao.com/lishi/xian/20170402.html,晴,多云,20℃,11℃,东北风≤3级,东北风≤3级
20170403,http://www.tianqihoubao.com/lishi/xian/20170403.html,小雨,阴,18℃,10℃,东风≤3级,东风≤3级
20170731,http://www.tianqihoubao.com/lishi/xian/20170731.html,多云,晴,34℃,23℃,东北风3-4级,东北风≤3级
20170404,http://www.tianqihoubao.com/lishi/xian/20170404.html,阴,多云,20℃,11℃,东风≤3级,东风≤3级
20170405,http://www.tianqihoubao.com/lishi/xian/20170405.html,多云,多云,22℃,12℃,东北风≤3级,东北风≤3级
20170406,http://www.tianqihoubao.com/lishi/xian/20170406.html,多云,多云,23℃,13℃,东北风≤3级,东北风≤3级
20170407,http://www.tianqihoubao.com/lishi/xian/20170407.html,阴,阴,22℃,14℃,东风≤3级,东风≤3级
20170408,http://www.tianqihoubao.com/lishi/xian/20170408.html,小雨,小雨,19℃,12℃,东风≤3级,东风≤3级
20170409,http://www.tianqihoubao.com/lishi/xian/20170409.html,小雨,小雨,13℃,8℃,东风≤3级,东风≤3级
20170410,http://www.tianqihoubao.com/lishi/xian/20170410.html,小雨,阴,14℃,8℃,东风≤3级,东风≤3级
20170411,http://www.tianqihoubao.com/lishi/xian/20170411.html,阴,阴,21℃,9℃,东北风≤3级,东北风≤3级
20170412,http://www.tianqihoubao.com/lishi/xian/20170412.html,多云,多云,24℃,10℃,东北风≤3级,东北风≤3级
20170413,http://www.tianqihoubao.com/lishi/xian/20170413.html,多云,晴,26℃,12℃,东北风≤3级,东北风≤3级
20170414,http://www.tianqihoubao.com/lishi/xian/20170414.html,晴,多云,27℃,11℃,东北风≤3级,东北风≤3级
20170415,http://www.tianqihoubao.com/lishi/xian/20170415.html,小雨,中雨,24℃,12℃,西南风≤3级,西南风≤3级
20170416,http://www.tianqihoubao.com/lishi/xian/20170416.html,小雨,多云,19℃,10℃,东风≤3级,东风≤3级
20170417,http://www.tianqihoubao.com/lishi/xian/20170417.html,晴,晴,28℃,14℃,东北风≤3级,东北风≤3级
20170418,http://www.tianqihoubao.com/lishi/xian/20170418.html,晴,晴,30℃,14℃,东北风≤3级,东北风≤3级
20170419,http://www.tianqihoubao.com/lishi/xian/20170419.html,阴,多云,20℃,8℃,东风≤3级,东风≤3级
20170420,http://www.tianqihoubao.com/lishi/xian/20170420.html,多云,多云,23℃,11℃,东北风≤3级,东北风≤3级
20170421,http://www.tianqihoubao.com/lishi/xian/20170421.html,晴,晴,21℃,9℃,东北风≤3级,东北风≤3级
20170422,http://www.tianqihoubao.com/lishi/xian/20170422.html,晴,晴,22℃,10℃,东北风≤3级,东北风≤3级
20170423,http://www.tianqihoubao.com/lishi/xian/20170423.html,晴,多云,28℃,12℃,东北风≤3级,东北风≤3级
20170424,http://www.tianqihoubao.com/lishi/xian/20170424.html,局部多云,零散阵雨,28℃,15℃,东北偏东风2,东北偏东风2
20170425,http://www.tianqihoubao.com/lishi/xian/20170425.html,小雨,阴,22℃,11℃,东风≤3级,东风≤3级
20170426,http://www.tianqihoubao.com/lishi/xian/20170426.html,阴,阴,22℃,12℃,东风≤3级,东风≤3级
20170427,http://www.tianqihoubao.com/lishi/xian/20170427.html,多云,晴,23℃,10℃,东北风≤3级,东北风≤3级
20170428,http://www.tianqihoubao.com/lishi/xian/20170428.html,晴,晴,28℃,13℃,东北风≤3级,东北风≤3级
20170429,http://www.tianqihoubao.com/lishi/xian/20170429.html,晴,多云,30℃,15℃,东北风≤3级,东北风≤3级
20170430,http://www.tianqihoubao.com/lishi/xian/20170430.html,多云,多云,30℃,17℃,东北风≤3级,东北风≤3级
20170901,http://www.tianqihoubao.com/lishi/xian/20170901.html,小雨,小雨,24℃,19℃,东北风3-4级,东北风≤3级
20170902,http://www.tianqihoubao.com/lishi/xian/20170902.html,阴,小雨,26℃,19℃,东北风≤3级,东北风3-4级
20170903,http://www.tianqihoubao.com/lishi/xian/20170903.html,中雨,小雨,22℃,18℃,西南风≤3级,北风≤3级
20170904,http://www.tianqihoubao.com/lishi/xian/20170904.html,小雨,小雨,21℃,18℃,北风≤3级,南风≤3级
20170905,http://www.tianqihoubao.com/lishi/xian/20170905.html,中雨,多云,21℃,16℃,西南风≤3级,西南风≤3级
20170906,http://www.tianqihoubao.com/lishi/xian/20170906.html,晴,晴,28℃,14℃,西南风≤3级,东南风≤3级
20170907,http://www.tianqihoubao.com/lishi/xian/20170907.html,晴,阴,29℃,19℃,东北风≤3级,东北风≤3级
20170908,http://www.tianqihoubao.com/lishi/xian/20170908.html,小雨,小雨,26℃,18℃,南风≤3级,西南风≤3级
20170909,http://www.tianqihoubao.com/lishi/xian/20170909.html,中雨,小雨,22℃,18℃,西南风≤3级,西南风≤3级
20170910,http://www.tianqihoubao.com/lishi/xian/20170910.html,多云,晴,27℃,16℃,西南风3-4级,东南风≤3级
20170911,http://www.tianqihoubao.com/lishi/xian/20170911.html,晴,晴,29℃,17℃,东北风≤3级,东北风≤3级
20170912,http://www.tianqihoubao.com/lishi/xian/20170912.html,晴,晴,30℃,18℃,东北风3-4级,东南风3-4级
20170913,http://www.tianqihoubao.com/lishi/xian/20170913.html,晴,多云,30℃,18℃,东风3-4级,东风3-4级
20170914,http://www.tianqihoubao.com/lishi/xian/20170914.html,多云,多云,26℃,18℃,东北风≤3级,东北风≤3级
20170915,http://www.tianqihoubao.com/lishi/xian/20170915.html,多云,多云,26℃,18℃,东北风≤3级,东北风≤3级
20170916,http://www.tianqihoubao.com/lishi/xian/20170916.html,小雨,阵雨,24℃,18℃,北风≤3级,南风≤3级
20170917,http://www.tianqihoubao.com/lishi/xian/20170917.html,多云,多云,28℃,17℃,北风≤3级,南风≤3级
20170918,http://www.tianqihoubao.com/lishi/xian/20170918.html,多云,阴,29℃,18℃,西风≤3级,南风≤3级
20170919,http://www.tianqihoubao.com/lishi/xian/20170919.html,小雨,小雨,29℃,16℃,西南风≤3级,西南风≤3级
20170920,http://www.tianqihoubao.com/lishi/xian/20170920.html,晴,阴,30℃,15℃,北风≤3级,东风≤3级
20170921,http://www.tianqihoubao.com/lishi/xian/20170921.html,多云,多云,31℃,17℃,北风≤3级,南风≤3级
20170922,http://www.tianqihoubao.com/lishi/xian/20170922.html,阴,多云,27℃,18℃,东北风≤3级,东北风≤3级
20170923,http://www.tianqihoubao.com/lishi/xian/20170923.html,多云,小雨,27℃,18℃,北风≤3级,东南风≤3级
20170924,http://www.tianqihoubao.com/lishi/xian/20170924.html,小雨,小雨,26℃,19℃,东北风≤3级,西南风≤3级
20170925,http://www.tianqihoubao.com/lishi/xian/20170925.html,小雨,小雨,21℃,18℃,南风≤3级,北风≤3级
20170926,http://www.tianqihoubao.com/lishi/xian/20170926.html,中雨,中雨,20℃,16℃,西南风3-4级,西南风≤3级
20170927,http://www.tianqihoubao.com/lishi/xian/20170927.html,中雨,晴,19℃,13℃,西风≤3级,南风≤3级
20170928,http://www.tianqihoubao.com/lishi/xian/20170928.html,多云,阴,26℃,16℃,东北风3-4级,东南风≤3级
20170929,http://www.tianqihoubao.com/lishi/xian/20170929.html,阴,多云,24℃,16℃,南风≤3级,东北风≤3级
20170930,http://www.tianqihoubao.com/lishi/xian/20170930.html,小雨,阴,22℃,15℃,北风≤3级,北风≤3级
20161101,http://www.tianqihoubao.com/lishi/xian/20161101.html,多云,阴,12℃,6℃,东北风≤3级,东北风≤3级
20161102,http://www.tianqihoubao.com/lishi/xian/20161102.html,多云,晴,18℃,6℃,东北风≤3级,东北风≤3级
20161103,http://www.tianqihoubao.com/lishi/xian/20161103.html,晴,霾,19℃,9℃,东风≤3级,东北风≤3级
20161104,http://www.tianqihoubao.com/lishi/xian/20161104.html,霾,霾,20℃,8℃,东北风≤3级,东北风≤3级
20161105,http://www.tianqihoubao.com/lishi/xian/20161105.html,晴,晴,19℃,10℃,东北风≤3级,东北风≤3级
20161106,http://www.tianqihoubao.com/lishi/xian/20161106.html,小雨,小雨,13℃,8℃,东北风≤3级,东北风≤3级
20161107,http://www.tianqihoubao.com/lishi/xian/20161107.html,多云,晴,13℃,9℃,东北风≤3级,东北风≤3级
20161108,http://www.tianqihoubao.com/lishi/xian/20161108.html,局部多云,多云,14℃,7℃,东北风2,东北风2
20161109,http://www.tianqihoubao.com/lishi/xian/20161109.html,局部多云,晴,14℃,4℃,东北偏北风2,东北偏北风2
20161110,http://www.tianqihoubao.com/lishi/xian/20161110.html,晴,晴,14℃,4℃,东北风≤3级,东北风≤3级
20161111,http://www.tianqihoubao.com/lishi/xian/20161111.html,晴,晴,17℃,7℃,东北风≤3级,东北风≤3级
20161112,http://www.tianqihoubao.com/lishi/xian/20161112.html,多云,多云,19℃,7℃,东北风≤3级,东北风≤3级
20161113,http://www.tianqihoubao.com/lishi/xian/20161113.html,霾,霾,17℃,8℃,东北风≤3级,东北风≤3级
20161114,http://www.tianqihoubao.com/lishi/xian/20161114.html,霾,霾,17℃,6℃,东北风≤3级,东北风≤3级
20161115,http://www.tianqihoubao.com/lishi/xian/20161115.html,霾,小雨,15℃,8℃,西南风≤3级,西南风≤3级
20161116,http://www.tianqihoubao.com/lishi/xian/20161116.html,霾,霾,15℃,8℃,东北风≤3级,东北风≤3级
20161117,http://www.tianqihoubao.com/lishi/xian/20161117.html,霾,霾,13℃,6℃,西南风≤3级,西南风≤3级
20161118,http://www.tianqihoubao.com/lishi/xian/20161118.html,霾,霾,17℃,6℃,东北风≤3级,东北风≤3级
20161119,http://www.tianqihoubao.com/lishi/xian/20161119.html,霾,霾,15℃,4℃,东北风≤3级,东北风≤3级
20161120,http://www.tianqihoubao.com/lishi/xian/20161120.html,霾,阴,13℃,6℃,西南风≤3级,西南风≤3级
20161121,http://www.tianqihoubao.com/lishi/xian/20161121.html,小雨,小雨,9℃,2℃,北风3-4级,北风3-4级
20161122,http://www.tianqihoubao.com/lishi/xian/20161122.html,中雪,小雪,3℃,-2℃,东风≤3级,东风≤3级
20161123,http://www.tianqihoubao.com/lishi/xian/20161123.html,晴,晴,2℃,-3℃,东北风≤3级,东北风≤3级
20161124,http://www.tianqihoubao.com/lishi/xian/20161124.html,多云,多云,3℃,-1℃,东风≤3级,东风≤3级
20161125,http://www.tianqihoubao.com/lishi/xian/20161125.html,多云,多云,6℃,0℃,东北风≤3级,东北风≤3级
20161126,http://www.tianqihoubao.com/lishi/xian/20161126.html,晴,晴,12℃,1℃,东北风≤3级,东北风≤3级
20161127,http://www.tianqihoubao.com/lishi/xian/20161127.html,晴,多云,13℃,0℃,东北风≤3级,东北风≤3级
20161128,http://www.tianqihoubao.com/lishi/xian/20161128.html,霾,霾,9℃,2℃,东风≤3级,东风≤3级
20161129,http://www.tianqihoubao.com/lishi/xian/20161129.html,霾,霾,11℃,1℃,东北风≤3级,东北风≤3级
20161130,http://www.tianqihoubao.com/lishi/xian/20161130.html,晴,晴,15℃,1℃,东风≤3级,东风≤3级
20170601,http://www.tianqihoubao.com/lishi/xian/20170601.html,多云,多云,36℃,22℃,东北风≤3级,东北风≤3级
20170602,http://www.tianqihoubao.com/lishi/xian/20170602.html,晴,多云,35℃,23℃,东北风≤3级,东北风≤3级
20170603,http://www.tianqihoubao.com/lishi/xian/20170603.html,阴,小雨,28℃,20℃,西南风≤3级,西南风≤3级
20170604,http://www.tianqihoubao.com/lishi/xian/20170604.html,大雨,大雨,17℃,15℃,东风≤3级,东风≤3级
20170605,http://www.tianqihoubao.com/lishi/xian/20170605.html,小雨,多云,20℃,15℃,西南风≤3级,西南风≤3级
20170606,http://www.tianqihoubao.com/lishi/xian/20170606.html,多云,晴,31℃,18℃,东北风≤3级,东北风≤3级
20170607,http://www.tianqihoubao.com/lishi/xian/20170607.html,多云,雷阵雨,31℃,20℃,东北风≤3级,东北风≤3级
20170608,http://www.tianqihoubao.com/lishi/xian/20170608.html,阴,阴,27℃,19℃,东北风≤3级,东北风≤3级
20170609,http://www.tianqihoubao.com/lishi/xian/20170609.html,小雨,小雨,27℃,18℃,南风≤3级,南风≤3级
20170610,http://www.tianqihoubao.com/lishi/xian/20170610.html,多云,多云,31℃,19℃,东北风≤3级,东北风≤3级
20170611,http://www.tianqihoubao.com/lishi/xian/20170611.html,多云,多云,32℃,21℃,东北风≤3级,东北风≤3级
20170612,http://www.tianqihoubao.com/lishi/xian/20170612.html,多云,多云,31℃,20℃,东北风≤3级,东北风≤3级
20170613,http://www.tianqihoubao.com/lishi/xian/20170613.html,多云,阴,32℃,20℃,东北风≤3级,东北风≤3级
20170614,http://www.tianqihoubao.com/lishi/xian/20170614.html,阴,阴,30℃,21℃,东北风≤3级,东北风≤3级
20170615,http://www.tianqihoubao.com/lishi/xian/20170615.html,多云,多云,30℃,20℃,东北风≤3级,东北风≤3级
20170616,http://www.tianqihoubao.com/lishi/xian/20170616.html,多云,多云,33℃,21℃,东北风≤3级,东北风≤3级
20170617,http://www.tianqihoubao.com/lishi/xian/20170617.html,多云,多云,33℃,22℃,东北风≤3级,东北风≤3级
20170618,http://www.tianqihoubao.com/lishi/xian/20170618.html,多云,多云,33℃,22℃,东北风≤3级,东北风≤3级
20170619,http://www.tianqihoubao.com/lishi/xian/20170619.html,多云,阴,34℃,24℃,东北风≤3级,东北风≤3级
20170620,http://www.tianqihoubao.com/lishi/xian/20170620.html,阴,小雨,33℃,23℃,东北风≤3级,东北风≤3级
20170621,http://www.tianqihoubao.com/lishi/xian/20170621.html,中雨,多云,34℃,21℃,东北风≤3级,东北风≤3级
20170622,http://www.tianqihoubao.com/lishi/xian/20170622.html,多云,多云,36℃,24℃,东北风≤3级,东北风≤3级
20170623,http://www.tianqihoubao.com/lishi/xian/20170623.html,多云,多云,36℃,23℃,东北风≤3级,东北风≤3级
20170624,http://www.tianqihoubao.com/lishi/xian/20170624.html,晴,晴,34℃,21℃,东北风≤3级,东北风≤3级
20170625,http://www.tianqihoubao.com/lishi/xian/20170625.html,多云,多云,33℃,18℃,东北风≤3级,东北风≤3级
20170626,http://www.tianqihoubao.com/lishi/xian/20170626.html,晴,晴,35℃,24℃,东北风≤3级,东北风≤3级
20170627,http://www.tianqihoubao.com/lishi/xian/20170627.html,晴,晴,37℃,23℃,东北风≤3级,东北风≤3级
20170628,http://www.tianqihoubao.com/lishi/xian/20170628.html,晴,多云,37℃,25℃,东北风≤3级,东北风≤3级
20170629,http://www.tianqihoubao.com/lishi/xian/20170629.html,阵雨,阴,35℃,23℃,东北风≤3级,东北风≤3级
20170630,http://www.tianqihoubao.com/lishi/xian/20170630.html,阵雨,多云,35℃,23℃,东北风≤3级,东北风≤3级
20171001,http://www.tianqihoubao.com/lishi/xian/20171001.html,小雨,多云,22℃,16℃,东南风≤3级,东北风≤3级
20171002,http://www.tianqihoubao.com/lishi/xian/20171002.html,阴,中雨,21℃,15℃,北风≤3级,西风≤3级
20171003,http://www.tianqihoubao.com/lishi/xian/20171003.html,大雨,中雨,16℃,12℃,东北风3-4级,东北风≤3级
20171004,http://www.tianqihoubao.com/lishi/xian/20171004.html,小雨,阴,14℃,12℃,东北风≤3级,东北风≤3级
20171005,http://www.tianqihoubao.com/lishi/xian/20171005.html,多云,多云,19℃,11℃,东北风≤3级,东北风≤3级
20171006,http://www.tianqihoubao.com/lishi/xian/20171006.html,多云,多云,20℃,14℃,东北风≤3级,东北风≤3级
20171007,http://www.tianqihoubao.com/lishi/xian/20171007.html,多云,多云,21℃,15℃,东北风≤3级,东北风≤3级
20171008,http://www.tianqihoubao.com/lishi/xian/20171008.html,小雨,小雨,21℃,14℃,北风≤3级,西风≤3级
20171009,http://www.tianqihoubao.com/lishi/xian/20171009.html,小雨,中雨,16℃,11℃,西南风3-4级,西南风3-4级
20171010,http://www.tianqihoubao.com/lishi/xian/20171010.html,中雨,小雨,12℃,8℃,西南风3-4级,东风≤3级
20171011,http://www.tianqihoubao.com/lishi/xian/20171011.html,大雨,小雨,10℃,8℃,西北风≤3级,西南风≤3级
20171012,http://www.tianqihoubao.com/lishi/xian/20171012.html,多云,阴,18℃,8℃,西南风≤3级,东北风≤3级
20171013,http://www.tianqihoubao.com/lishi/xian/20171013.html,小雨,阴,16℃,10℃,西南风≤3级,南风≤3级
20171014,http://www.tianqihoubao.com/lishi/xian/20171014.html,阴,小雨,14℃,11℃,东北风≤3级,东北风≤3级
20171015,http://www.tianqihoubao.com/lishi/xian/20171015.html,小雨,小雨,13℃,10℃,东北风≤3级,东北风≤3级
20171016,http://www.tianqihoubao.com/lishi/xian/20171016.html,小雨,小雨,13℃,11℃,东北风≤3级,东风≤3级
20171017,http://www.tianqihoubao.com/lishi/xian/20171017.html,小雨,多云,17℃,12℃,北风≤3级,南风≤3级
20171018,http://www.tianqihoubao.com/lishi/xian/20171018.html,阴,多云,18℃,9℃,北风≤3级,东北风≤3级
20171019,http://www.tianqihoubao.com/lishi/xian/20171019.html,晴,多云,20℃,9℃,东北风≤3级,东北风≤3级
20171020,http://www.tianqihoubao.com/lishi/xian/20171020.html,多云,多云,20℃,11℃,东南风≤3级,南风≤3级
20171021,http://www.tianqihoubao.com/lishi/xian/20171021.html,阴,阴,19℃,13℃,西南风≤3级,西南风≤3级
20171022,http://www.tianqihoubao.com/lishi/xian/20171022.html,阴,阴,20℃,11℃,西南风≤3级,南风≤3级
20171023,http://www.tianqihoubao.com/lishi/xian/20171023.html,多云,多云,20℃,12℃,东北风≤3级,东风≤3级
20171024,http://www.tianqihoubao.com/lishi/xian/20171024.html,多云,阴,19℃,13℃,东南风4-5级,东风3-4级
20171025,http://www.tianqihoubao.com/lishi/xian/20171025.html,阴,多云,16℃,10℃,东北风≤3级,西南风≤3级
20171026,http://www.tianqihoubao.com/lishi/xian/20171026.html,晴,多云,21℃,6℃,西南风≤3级,东风≤3级
20171027,http://www.tianqihoubao.com/lishi/xian/20171027.html,晴,晴,21℃,10℃,东北风≤3级,西南风≤3级
20171028,http://www.tianqihoubao.com/lishi/xian/20171028.html,阴,小雨,17℃,7℃,西风≤3级,东北风≤3级
20171029,http://www.tianqihoubao.com/lishi/xian/20171029.html,多云,阴,15℃,8℃,东北风≤3级,西南风≤3级
20171030,http://www.tianqihoubao.com/lishi/xian/20171030.html,阴,小雨,13℃,9℃,西南风≤3级,西南风≤3级
20171031,http://www.tianqihoubao.com/lishi/xian/20171031.html,小雨,阴,14℃,10℃,西南风≤3级,南风≤3级
20171101,http://www.tianqihoubao.com/lishi/xian/20171101.html,晴,多云,19℃,8℃,东北风≤3级,南风≤3级
20171102,http://www.tianqihoubao.com/lishi/xian/20171102.html,晴,晴,23℃,7℃,西南风≤3级,西南风≤3级
20171103,http://www.tianqihoubao.com/lishi/xian/20171103.html,晴,晴,21℃,8℃,东北风≤3级,东北风≤3级
20171104,http://www.tianqihoubao.com/lishi/xian/20171104.html,晴,晴,19℃,8℃,东北风3-4级,东北风≤3级
20171105,http://www.tianqihoubao.com/lishi/xian/20171105.html,晴,多云,19℃,9℃,东北风≤3级,南风≤3级
20171106,http://www.tianqihoubao.com/lishi/xian/20171106.html,晴,多云,19℃,10℃,西南风≤3级,西南风3-4级
20171107,http://www.tianqihoubao.com/lishi/xian/20171107.html,晴,晴,19℃,9℃,东北风≤3级,东北风≤3级
20171108,http://www.tianqihoubao.com/lishi/xian/20171108.html,晴,多云,21℃,10℃,北风≤3级,东风≤3级
20171109,http://www.tianqihoubao.com/lishi/xian/20171109.html,阴,多云,16℃,8℃,西风3-4级,西风≤3级
20171110,http://www.tianqihoubao.com/lishi/xian/20171110.html,多云,小雨,13℃,6℃,东南风≤3级,东北风≤3级
20171111,http://www.tianqihoubao.com/lishi/xian/20171111.html,多云,晴,12℃,4℃,北风≤3级,南风≤3级
20171112,http://www.tianqihoubao.com/lishi/xian/20171112.html,多云,晴,14℃,3℃,西南风≤3级,南风≤3级
20171113,http://www.tianqihoubao.com/lishi/xian/20171113.html,晴,晴,14℃,0℃,西南风1-2级,西南风1-2级
20171114,http://www.tianqihoubao.com/lishi/xian/20171114.html,多云,晴,12℃,1℃,东北风1-2级,东北风1-2级
20171115,http://www.tianqihoubao.com/lishi/xian/20171115.html,多云,多云,12℃,2℃,北风1-2级,北风1-2级
20171116,http://www.tianqihoubao.com/lishi/xian/20171116.html,多云,阴,14℃,7℃,北风1-2级,北风1-2级
20171117,http://www.tianqihoubao.com/lishi/xian/20171117.html,小雨,阴,13℃,1℃,西风1-2级,西风1-2级
20171118,http://www.tianqihoubao.com/lishi/xian/20171118.html,阴,小雨,8℃,1℃,东北风1-2级,东北风1-2级
20171119,http://www.tianqihoubao.com/lishi/xian/20171119.html,小雨,晴,7℃,-2℃,西南风1-2级,西南风1-2级
20171120,http://www.tianqihoubao.com/lishi/xian/20171120.html,阴,阴,10℃,0℃,西南风1-2级,西南风1-2级
20171121,http://www.tianqihoubao.com/lishi/xian/20171121.html,阴,阴,11,0℃,西南风3-4级,西南风3-4级
20171122,http://www.tianqihoubao.com/lishi/xian/20171122.html,阴天,多云,16℃,8℃,北风1,北风1
20171123,http://www.tianqihoubao.com/lishi/xian/20171123.html,阴天,多云,16℃,8℃,北风1,北风1
20171124,http://www.tianqihoubao.com/lishi/xian/20171124.html,阴天,多云,16℃,8℃,北风1,北风1
20171125,http://www.tianqihoubao.com/lishi/xian/20171125.html,阴天,多云,16℃,8℃,北风1,北风1
