date,link,situation,temperature,wind
2017年04月03日,http://www.tianqihoubao.com/lishi/xian/20170403.html,小雨/阴,18℃/10℃,东风≤3级/东风≤3级
2017年04月04日,http://www.tianqihoubao.com/lishi/xian/20170404.html,阴/多云,20℃/11℃,东风≤3级/东风≤3级
2017年04月05日,http://www.tianqihoubao.com/lishi/xian/20170405.html,多云/多云,22℃/12℃,东北风≤3级/东北风≤3级
2017年04月06日,http://www.tianqihoubao.com/lishi/xian/20170406.html,多云/多云,23℃/13℃,东北风≤3级/东北风≤3级
2017年04月07日,http://www.tianqihoubao.com/lishi/xian/20170407.html,阴/阴,22℃/14℃,东风≤3级/东风≤3级
2017年04月08日,http://www.tianqihoubao.com/lishi/xian/20170408.html,小雨/小雨,19℃/12℃,东风≤3级/东风≤3级
2017年04月09日,http://www.tianqihoubao.com/lishi/xian/20170409.html,小雨/小雨,13℃/8℃,东风≤3级/东风≤3级
2017年04月10日,http://www.tianqihoubao.com/lishi/xian/20170410.html,小雨/阴,14℃/8℃,东风≤3级/东风≤3级
2017年04月11日,http://www.tianqihoubao.com/lishi/xian/20170411.html,阴/阴,21℃/9℃,东北风≤3级/东北风≤3级
2017年04月12日,http://www.tianqihoubao.com/lishi/xian/20170412.html,多云/多云,24℃/10℃,东北风≤3级/东北风≤3级
2017年04月13日,http://www.tianqihoubao.com/lishi/xian/20170413.html,多云/晴,26℃/12℃,东北风≤3级/东北风≤3级
2017年04月14日,http://www.tianqihoubao.com/lishi/xian/20170414.html,晴/多云,27℃/11℃,东北风≤3级/东北风≤3级
2017年04月15日,http://www.tianqihoubao.com/lishi/xian/20170415.html,小雨/中雨,24℃/12℃,西南风≤3级/西南风≤3级
2017年04月16日,http://www.tianqihoubao.com/lishi/xian/20170416.html,小雨/多云,19℃/10℃,东风≤3级/东风≤3级
2017年04月17日,http://www.tianqihoubao.com/lishi/xian/20170417.html,晴/晴,28℃/14℃,东北风≤3级/东北风≤3级
2017年04月18日,http://www.tianqihoubao.com/lishi/xian/20170418.html,晴/晴,30℃/14℃,东北风≤3级/东北风≤3级
2017年04月19日,http://www.tianqihoubao.com/lishi/xian/20170419.html,阴/多云,20℃/8℃,东风≤3级/东风≤3级
2017年04月20日,http://www.tianqihoubao.com/lishi/xian/20170420.html,多云/多云,23℃/11℃,东北风≤3级/东北风≤3级
2017年04月21日,http://www.tianqihoubao.com/lishi/xian/20170421.html,晴/晴,21℃/9℃,东北风≤3级/东北风≤3级
2017年04月22日,http://www.tianqihoubao.com/lishi/xian/20170422.html,晴/晴,22℃/10℃,东北风≤3级/东北风≤3级
2017年04月23日,http://www.tianqihoubao.com/lishi/xian/20170423.html,晴/多云,28℃/12℃,东北风≤3级/东北风≤3级
2017年04月24日,http://www.tianqihoubao.com/lishi/xian/20170424.html,局部多云/零散阵雨,28℃/15℃,东北偏东风2/东北偏东风2
2017年04月25日,http://www.tianqihoubao.com/lishi/xian/20170425.html,小雨/阴,22℃/11℃,东风≤3级/东风≤3级
2017年04月26日,http://www.tianqihoubao.com/lishi/xian/20170426.html,阴/阴,22℃/12℃,东风≤3级/东风≤3级
2017年04月27日,http://www.tianqihoubao.com/lishi/xian/20170427.html,多云/晴,23℃/10℃,东北风≤3级/东北风≤3级
2017年04月28日,http://www.tianqihoubao.com/lishi/xian/20170428.html,晴/晴,28℃/13℃,东北风≤3级/东北风≤3级
2017年04月29日,http://www.tianqihoubao.com/lishi/xian/20170429.html,晴/多云,30℃/15℃,东北风≤3级/东北风≤3级
2017年04月30日,http://www.tianqihoubao.com/lishi/xian/20170430.html,多云/多云,30℃/17℃,东北风≤3级/东北风≤3级
2017年06月01日,http://www.tianqihoubao.com/lishi/xian/20170601.html,多云/多云,36℃/22℃,东北风≤3级/东北风≤3级
2017年06月02日,http://www.tianqihoubao.com/lishi/xian/20170602.html,晴/多云,35℃/23℃,东北风≤3级/东北风≤3级
2017年06月03日,http://www.tianqihoubao.com/lishi/xian/20170603.html,阴/小雨,28℃/20℃,西南风≤3级/西南风≤3级
2017年06月04日,http://www.tianqihoubao.com/lishi/xian/20170604.html,大雨/大雨,17℃/15℃,东风≤3级/东风≤3级
2017年06月05日,http://www.tianqihoubao.com/lishi/xian/20170605.html,小雨/多云,20℃/15℃,西南风≤3级/西南风≤3级
2017年06月06日,http://www.tianqihoubao.com/lishi/xian/20170606.html,多云/晴,31℃/18℃,东北风≤3级/东北风≤3级
2017年06月07日,http://www.tianqihoubao.com/lishi/xian/20170607.html,多云/雷阵雨,31℃/20℃,东北风≤3级/东北风≤3级
2017年06月08日,http://www.tianqihoubao.com/lishi/xian/20170608.html,阴/阴,27℃/19℃,东北风≤3级/东北风≤3级
2017年06月09日,http://www.tianqihoubao.com/lishi/xian/20170609.html,小雨/小雨,27℃/18℃,南风≤3级/南风≤3级
2017年06月10日,http://www.tianqihoubao.com/lishi/xian/20170610.html,多云/多云,31℃/19℃,东北风≤3级/东北风≤3级
2017年06月11日,http://www.tianqihoubao.com/lishi/xian/20170611.html,多云/多云,32℃/21℃,东北风≤3级/东北风≤3级
2017年06月12日,http://www.tianqihoubao.com/lishi/xian/20170612.html,多云/多云,31℃/20℃,东北风≤3级/东北风≤3级
2017年06月13日,http://www.tianqihoubao.com/lishi/xian/20170613.html,多云/阴,32℃/20℃,东北风≤3级/东北风≤3级
2017年06月14日,http://www.tianqihoubao.com/lishi/xian/20170614.html,阴/阴,30℃/21℃,东北风≤3级/东北风≤3级
2017年06月15日,http://www.tianqihoubao.com/lishi/xian/20170615.html,多云/多云,30℃/20℃,东北风≤3级/东北风≤3级
2017年06月16日,http://www.tianqihoubao.com/lishi/xian/20170616.html,多云/多云,33℃/21℃,东北风≤3级/东北风≤3级
2017年06月17日,http://www.tianqihoubao.com/lishi/xian/20170617.html,多云/多云,33℃/22℃,东北风≤3级/东北风≤3级
2017年06月18日,http://www.tianqihoubao.com/lishi/xian/20170618.html,多云/多云,33℃/22℃,东北风≤3级/东北风≤3级
2017年06月19日,http://www.tianqihoubao.com/lishi/xian/20170619.html,多云/阴,34℃/24℃,东北风≤3级/东北风≤3级
2017年06月20日,http://www.tianqihoubao.com/lishi/xian/20170620.html,阴/小雨,33℃/23℃,东北风≤3级/东北风≤3级
2017年06月21日,http://www.tianqihoubao.com/lishi/xian/20170621.html,中雨/多云,34℃/21℃,东北风≤3级/东北风≤3级
2017年06月22日,http://www.tianqihoubao.com/lishi/xian/20170622.html,多云/多云,36℃/24℃,东北风≤3级/东北风≤3级
2017年06月23日,http://www.tianqihoubao.com/lishi/xian/20170623.html,多云/多云,36℃/23℃,东北风≤3级/东北风≤3级
2017年06月24日,http://www.tianqihoubao.com/lishi/xian/20170624.html,晴/晴,34℃/21℃,东北风≤3级/东北风≤3级
2017年06月25日,http://www.tianqihoubao.com/lishi/xian/20170625.html,多云/多云,33℃/18℃,东北风≤3级/东北风≤3级
2017年06月26日,http://www.tianqihoubao.com/lishi/xian/20170626.html,晴/晴,35℃/24℃,东北风≤3级/东北风≤3级
2017年06月27日,http://www.tianqihoubao.com/lishi/xian/20170627.html,晴/晴,37℃/23℃,东北风≤3级/东北风≤3级
2017年06月28日,http://www.tianqihoubao.com/lishi/xian/20170628.html,晴/多云,37℃/25℃,东北风≤3级/东北风≤3级
2017年06月29日,http://www.tianqihoubao.com/lishi/xian/20170629.html,阵雨/阴,35℃/23℃,东北风≤3级/东北风≤3级
2017年06月30日,http://www.tianqihoubao.com/lishi/xian/20170630.html,阵雨/多云,35℃/23℃,东北风≤3级/东北风≤3级
2017年10月01日,http://www.tianqihoubao.com/lishi/xian/20171001.html,小雨/多云,22℃/16℃,东南风≤3级/东北风≤3级
2017年10月02日,http://www.tianqihoubao.com/lishi/xian/20171002.html,阴/中雨,21℃/15℃,北风≤3级/西风≤3级
2017年10月03日,http://www.tianqihoubao.com/lishi/xian/20171003.html,大雨/中雨,16℃/12℃,东北风3-4级/东北风≤3级
2017年10月04日,http://www.tianqihoubao.com/lishi/xian/20171004.html,小雨/阴,14℃/12℃,东北风≤3级/东北风≤3级
2017年10月05日,http://www.tianqihoubao.com/lishi/xian/20171005.html,多云/多云,19℃/11℃,东北风≤3级/东北风≤3级
2017年10月06日,http://www.tianqihoubao.com/lishi/xian/20171006.html,多云/多云,20℃/14℃,东北风≤3级/东北风≤3级
2017年10月07日,http://www.tianqihoubao.com/lishi/xian/20171007.html,多云/多云,21℃/15℃,东北风≤3级/东北风≤3级
2017年10月08日,http://www.tianqihoubao.com/lishi/xian/20171008.html,小雨/小雨,21℃/14℃,北风≤3级/西风≤3级
2017年10月09日,http://www.tianqihoubao.com/lishi/xian/20171009.html,小雨/中雨,16℃/11℃,西南风3-4级/西南风3-4级
2017年10月10日,http://www.tianqihoubao.com/lishi/xian/20171010.html,中雨/小雨,12℃/8℃,西南风3-4级/东风≤3级
2017年10月11日,http://www.tianqihoubao.com/lishi/xian/20171011.html,大雨/小雨,10℃/8℃,西北风≤3级/西南风≤3级
2017年10月12日,http://www.tianqihoubao.com/lishi/xian/20171012.html,多云/阴,18℃/8℃,西南风≤3级/东北风≤3级
2017年10月13日,http://www.tianqihoubao.com/lishi/xian/20171013.html,小雨/阴,16℃/10℃,西南风≤3级/南风≤3级
2017年10月14日,http://www.tianqihoubao.com/lishi/xian/20171014.html,阴/小雨,14℃/11℃,东北风≤3级/东北风≤3级
2017年10月15日,http://www.tianqihoubao.com/lishi/xian/20171015.html,小雨/小雨,13℃/10℃,东北风≤3级/东北风≤3级
2017年10月16日,http://www.tianqihoubao.com/lishi/xian/20171016.html,小雨/小雨,13℃/11℃,东北风≤3级/东风≤3级
2017年10月17日,http://www.tianqihoubao.com/lishi/xian/20171017.html,小雨/多云,17℃/12℃,北风≤3级/南风≤3级
2017年10月18日,http://www.tianqihoubao.com/lishi/xian/20171018.html,阴/多云,18℃/9℃,北风≤3级/东北风≤3级
2017年10月19日,http://www.tianqihoubao.com/lishi/xian/20171019.html,晴/多云,20℃/9℃,东北风≤3级/东北风≤3级
2017年10月20日,http://www.tianqihoubao.com/lishi/xian/20171020.html,多云/多云,20℃/11℃,东南风≤3级/南风≤3级
2017年10月21日,http://www.tianqihoubao.com/lishi/xian/20171021.html,阴/阴,19℃/13℃,西南风≤3级/西南风≤3级
2017年10月22日,http://www.tianqihoubao.com/lishi/xian/20171022.html,阴/阴,20℃/11℃,西南风≤3级/南风≤3级
2017年10月23日,http://www.tianqihoubao.com/lishi/xian/20171023.html,多云/多云,20℃/12℃,东北风≤3级/东风≤3级
2017年10月24日,http://www.tianqihoubao.com/lishi/xian/20171024.html,多云/阴,19℃/13℃,东南风4-5级/东风3-4级
2017年10月25日,http://www.tianqihoubao.com/lishi/xian/20171025.html,阴/多云,16℃/10℃,东北风≤3级/西南风≤3级
2017年10月26日,http://www.tianqihoubao.com/lishi/xian/20171026.html,晴/多云,21℃/6℃,西南风≤3级/东风≤3级
2017年10月27日,http://www.tianqihoubao.com/lishi/xian/20171027.html,晴/晴,21℃/10℃,东北风≤3级/西南风≤3级
2017年10月28日,http://www.tianqihoubao.com/lishi/xian/20171028.html,阴/小雨,17℃/7℃,西风≤3级/东北风≤3级
2017年10月29日,http://www.tianqihoubao.com/lishi/xian/20171029.html,多云/阴,15℃/8℃,东北风≤3级/西南风≤3级
2017年10月30日,http://www.tianqihoubao.com/lishi/xian/20171030.html,阴/小雨,13℃/9℃,西南风≤3级/西南风≤3级
2017年10月31日,http://www.tianqihoubao.com/lishi/xian/20171031.html,小雨/阴,14℃/10℃,西南风≤3级/南风≤3级
2017年08月01日,http://www.tianqihoubao.com/lishi/xian/20170801.html,多云/多云,34℃/23℃,东北风3-4级/西南风≤3级
2017年08月02日,http://www.tianqihoubao.com/lishi/xian/20170802.html,多云/晴,35℃/24℃,北风≤3级/南风≤3级
2017年08月03日,http://www.tianqihoubao.com/lishi/xian/20170803.html,多云/晴,39℃/26℃,东北风≤3级/东风≤3级
2017年08月04日,http://www.tianqihoubao.com/lishi/xian/20170804.html,晴/晴,38℃/25℃,东北风3-4级/东风≤3级
2017年08月05日,http://www.tianqihoubao.com/lishi/xian/20170805.html,晴/多云,40℃/26℃,东北风≤3级/东北风≤3级
2017年08月06日,http://www.tianqihoubao.com/lishi/xian/20170806.html,小雨/中雨,36℃/25℃,西南风≤3级/西风≤3级
2017年08月07日,http://www.tianqihoubao.com/lishi/xian/20170807.html,大雨/多云,26℃/20℃,西南风3-4级/南风≤3级
2017年08月08日,http://www.tianqihoubao.com/lishi/xian/20170808.html,晴/晴,33℃/20℃,西南风3-4级/西南风≤3级
2017年08月09日,http://www.tianqihoubao.com/lishi/xian/20170809.html,晴/晴,36℃/20℃,西风3-4级/南风≤3级
2017年08月10日,http://www.tianqihoubao.com/lishi/xian/20170810.html,多云/阴,36℃/24℃,东北风≤3级/东南风≤3级
2017年08月11日,http://www.tianqihoubao.com/lishi/xian/20170811.html,阴/多云,35℃/23℃,西南风≤3级/东南风≤3级
2017年08月12日,http://www.tianqihoubao.com/lishi/xian/20170812.html,少云/局部多云,36℃/24℃,东南风2/东南风2
2017年08月13日,http://www.tianqihoubao.com/lishi/xian/20170813.html,阵雨/晴,34℃/24℃,南风≤3级/东北风≤3级
2017年08月14日,http://www.tianqihoubao.com/lishi/xian/20170814.html,多云/多云,32℃/22℃,东风≤3级/东风≤3级
2017年08月15日,http://www.tianqihoubao.com/lishi/xian/20170815.html,多云/晴,36℃/22℃,东北风≤3级/东风3-4级
2017年08月16日,http://www.tianqihoubao.com/lishi/xian/20170816.html,晴/多云,37℃/25℃,东风3-4级/东南风3-4级
2017年08月17日,http://www.tianqihoubao.com/lishi/xian/20170817.html,阴/多云,37℃/25℃,东南风3-4级/东南风3-4级
2017年08月18日,http://www.tianqihoubao.com/lishi/xian/20170818.html,多云/多云,34℃/24℃,东北风≤3级/东北风≤3级
2017年08月19日,http://www.tianqihoubao.com/lishi/xian/20170819.html,阵雨/阵雨,30℃/23℃,东北风≤3级/东北风≤3级
2017年08月20日,http://www.tianqihoubao.com/lishi/xian/20170820.html,阵雨/阵雨,30℃/23℃,北风≤3级/南风≤3级
2017年08月21日,http://www.tianqihoubao.com/lishi/xian/20170821.html,阵雨/多云,30℃/23℃,东北风3-4级/东北风≤3级
2017年08月22日,http://www.tianqihoubao.com/lishi/xian/20170822.html,中雨/中雨,31℃/22℃,东北风4-5级/西风4-5级
2017年08月23日,http://www.tianqihoubao.com/lishi/xian/20170823.html,多云/多云,29℃/18℃,西南风≤3级/南风≤3级
2017年08月24日,http://www.tianqihoubao.com/lishi/xian/20170824.html,晴/小雨,31℃/19℃,东风≤3级/东北风≤3级
2017年08月25日,http://www.tianqihoubao.com/lishi/xian/20170825.html,阵雨/小雨,29℃/20℃,东北风≤3级/西南风≤3级
2017年08月26日,http://www.tianqihoubao.com/lishi/xian/20170826.html,阵雨/多云,27℃/22℃,东风3-4级/东风3-4级
2017年08月27日,http://www.tianqihoubao.com/lishi/xian/20170827.html,多云/阴,31℃/22℃,东北风3-4级/东风3-4级
2017年08月28日,http://www.tianqihoubao.com/lishi/xian/20170828.html,阴/小雨,26℃/18℃,西南风≤3级/东北风3-4级
2017年08月29日,http://www.tianqihoubao.com/lishi/xian/20170829.html,中雨/大雨,20℃/16℃,东北风3-4级/北风≤3级
2017年08月30日,http://www.tianqihoubao.com/lishi/xian/20170830.html,中雨/阴,18℃/16℃,西风≤3级/南风≤3级
2017年08月31日,http://www.tianqihoubao.com/lishi/xian/20170831.html,多云/小雨,25℃/16℃,东北风≤3级/东北风≤3级
2017年11月01日,http://www.tianqihoubao.com/lishi/xian/20171101.html,晴/多云,19℃/8℃,东北风≤3级/南风≤3级
2017年11月02日,http://www.tianqihoubao.com/lishi/xian/20171102.html,晴/晴,23℃/7℃,西南风≤3级/西南风≤3级
2017年11月03日,http://www.tianqihoubao.com/lishi/xian/20171103.html,晴/晴,21℃/8℃,东北风≤3级/东北风≤3级
2017年11月04日,http://www.tianqihoubao.com/lishi/xian/20171104.html,晴/晴,19℃/8℃,东北风3-4级/东北风≤3级
2017年11月05日,http://www.tianqihoubao.com/lishi/xian/20171105.html,晴/多云,19℃/9℃,东北风≤3级/南风≤3级
2017年11月06日,http://www.tianqihoubao.com/lishi/xian/20171106.html,晴/多云,19℃/10℃,西南风≤3级/西南风3-4级
2017年11月07日,http://www.tianqihoubao.com/lishi/xian/20171107.html,晴/晴,19℃/9℃,东北风≤3级/东北风≤3级
2017年11月08日,http://www.tianqihoubao.com/lishi/xian/20171108.html,晴/多云,21℃/10℃,北风≤3级/东风≤3级
2017年11月09日,http://www.tianqihoubao.com/lishi/xian/20171109.html,阴/多云,16℃/8℃,西风3-4级/西风≤3级
2017年11月10日,http://www.tianqihoubao.com/lishi/xian/20171110.html,多云/小雨,13℃/6℃,东南风≤3级/东北风≤3级
2017年11月11日,http://www.tianqihoubao.com/lishi/xian/20171111.html,多云/晴,12℃/4℃,北风≤3级/南风≤3级
2017年11月12日,http://www.tianqihoubao.com/lishi/xian/20171112.html,多云/晴,14℃/3℃,西南风≤3级/南风≤3级
2017年11月13日,http://www.tianqihoubao.com/lishi/xian/20171113.html,晴/晴,14℃/0℃,西南风1-2级/西南风1-2级
2017年11月14日,http://www.tianqihoubao.com/lishi/xian/20171114.html,多云/晴,12℃/1℃,东北风1-2级/东北风1-2级
2017年11月15日,http://www.tianqihoubao.com/lishi/xian/20171115.html,多云/多云,12℃/2℃,北风1-2级/北风1-2级
2017年11月16日,http://www.tianqihoubao.com/lishi/xian/20171116.html,多云/阴,14℃/7℃,北风1-2级/北风1-2级
2017年11月17日,http://www.tianqihoubao.com/lishi/xian/20171117.html,小雨/阴,13℃/1℃,西风1-2级/西风1-2级
2017年11月18日,http://www.tianqihoubao.com/lishi/xian/20171118.html,阴/小雨,8℃/1℃,东北风1-2级/东北风1-2级
2017年11月19日,http://www.tianqihoubao.com/lishi/xian/20171119.html,小雨/晴,7℃/-2℃,西南风1-2级/西南风1-2级
2017年11月20日,http://www.tianqihoubao.com/lishi/xian/20171120.html,阴/阴,10℃/0℃,西南风1-2级/西南风1-2级
2017年11月21日,http://www.tianqihoubao.com/lishi/xian/20171121.html,阴/阴,11/0℃,西南风3-4级/西南风3-4级
2017年11月22日,http://www.tianqihoubao.com/lishi/xian/20171122.html,阴天/多云,16℃/8℃,北风1/北风1
2017年11月23日,http://www.tianqihoubao.com/lishi/xian/20171123.html,阴天/多云,16℃/8℃,北风1/北风1
2017年11月24日,http://www.tianqihoubao.com/lishi/xian/20171124.html,阴天/多云,16℃/8℃,北风1/北风1
2017年11月25日,http://www.tianqihoubao.com/lishi/xian/20171125.html,阴天/多云,16℃/8℃,北风1/北风1
2017年11月26日,http://www.tianqihoubao.com/lishi/xian/20171126.html,阴天/多云,16℃/8℃,北风1/北风1
2017年11月27日,http://www.tianqihoubao.com/lishi/xian/20171127.html,局部多云/晴,11℃/1℃,西北偏西风1/西北偏西风1
2017年11月28日,http://www.tianqihoubao.com/lishi/xian/20171128.html,少云/阴天,13℃/2℃,东风1/东风1
2017年11月29日,http://www.tianqihoubao.com/lishi/xian/20171129.html,多云/局部多云,9℃/-1℃,东北偏北风3/东北偏北风3
2017年11月30日,http://www.tianqihoubao.com/lishi/xian/20171130.html,少云/局部多云,9℃/-2℃,东北风2/东北风2
2017年12月01日,http://www.tianqihoubao.com/lishi/xian/20171201.html,局部多云/少云,9℃/-3℃,东北偏北风3/东北偏北风3
2017年12月02日,http://www.tianqihoubao.com/lishi/xian/20171202.html,少云/局部多云,12℃/0℃,西南偏南风2/西南偏南风2
2017年12月03日,http://www.tianqihoubao.com/lishi/xian/20171203.html,少云/晴,13℃/-2℃,西南风2/西南风2
2017年12月04日,http://www.tianqihoubao.com/lishi/xian/20171204.html,局部多云/局部多云,9℃/-4℃,东北偏北风4/东北偏北风4
2017年12月05日,http://www.tianqihoubao.com/lishi/xian/20171205.html,晴/晴,8℃/-3℃,东北风3/东北风3
2017年12月06日,http://www.tianqihoubao.com/lishi/xian/20171206.html,少云/晴,10℃/-3℃,西南风1/西南风1
2017年12月07日,http://www.tianqihoubao.com/lishi/xian/20171207.html,少云/局部多云,9℃/-5℃,西南风2/西南风2
2017年12月08日,http://www.tianqihoubao.com/lishi/xian/20171208.html,局部多云/局部多云,7℃/-5℃,东北偏北风2/东北偏北风2
2017年12月09日,http://www.tianqihoubao.com/lishi/xian/20171209.html,少云/晴,10℃/-4℃,西南偏西风3/西南偏西风3
2017年12月10日,http://www.tianqihoubao.com/lishi/xian/20171210.html,少云/晴,9℃/-4℃,西北风1/西北风1
2017年12月11日,http://www.tianqihoubao.com/lishi/xian/20171211.html,少云/局部多云,9℃/-2℃,东北风2/东北风2
2017年12月12日,http://www.tianqihoubao.com/lishi/xian/20171212.html,局部多云/少云,9℃/-2℃,东北风3/东北风3
2017年12月13日,http://www.tianqihoubao.com/lishi/xian/20171213.html,多云/局部多云,6℃/-3℃,东北风4/东北风4
2017年12月14日,http://www.tianqihoubao.com/lishi/xian/20171214.html,局部多云/局部多云,6℃/-2℃,东北偏北风2/东北偏北风2
2017年12月15日,http://www.tianqihoubao.com/lishi/xian/20171215.html,少云/晴,8℃/-5℃,西南偏西风2/西南偏西风2
2017年12月16日,http://www.tianqihoubao.com/lishi/xian/20171216.html,晴/晴,4℃/-7℃,东南偏南风1/东南偏南风1
2017年12月17日,http://www.tianqihoubao.com/lishi/xian/20171217.html,晴/晴,6℃/-4℃,西南风1/西南风1
2017年12月18日,http://www.tianqihoubao.com/lishi/xian/20171218.html,局部多云/晴,8℃/-6℃,西南偏西风3/西南偏西风3
2017年12月19日,http://www.tianqihoubao.com/lishi/xian/20171219.html,晴/晴,9℃/-4℃,西南风2/西南风2
2017年12月20日,http://www.tianqihoubao.com/lishi/xian/20171220.html,少云/晴,10℃/-6℃,东南风2/东南风2
2017年12月21日,http://www.tianqihoubao.com/lishi/xian/20171221.html,晴/晴,10℃/-3℃,东北风2/东北风2
2017年12月22日,http://www.tianqihoubao.com/lishi/xian/20171222.html,局部多云/局部多云,12℃/-2℃,西南偏南风1/西南偏南风1
2017年12月23日,http://www.tianqihoubao.com/lishi/xian/20171223.html,局部多云/晴,11℃/-3℃,西南偏西风2/西南偏西风2
2017年12月24日,http://www.tianqihoubao.com/lishi/xian/20171224.html,晴/晴,9℃/-6℃,南风2/南风2
2017年12月25日,http://www.tianqihoubao.com/lishi/xian/20171225.html,少云/局部多云,8℃/-2℃,东南偏东风2/东南偏东风2
2017年12月26日,http://www.tianqihoubao.com/lishi/xian/20171226.html,局部多云/晴,11℃/-3℃,东北风2/东北风2
2017年12月27日,http://www.tianqihoubao.com/lishi/xian/20171227.html,晴/晴,11℃/-3℃,东北偏北风2/东北偏北风2
2017年12月28日,http://www.tianqihoubao.com/lishi/xian/20171228.html,局部多云/少云,11℃/-1℃,东风1/东风1
2017年12月29日,http://www.tianqihoubao.com/lishi/xian/20171229.html,多云/局部多云,9℃/-2℃,西南偏西风3/西南偏西风3
2017年12月30日,http://www.tianqihoubao.com/lishi/xian/20171230.html,少云/晴,9℃/-6℃,西南风2/西南风2
2017年12月31日,http://www.tianqihoubao.com/lishi/xian/20171231.html,晴/晴,9℃/-3℃,东北风2/东北风2
2017年09月01日,http://www.tianqihoubao.com/lishi/xian/20170901.html,小雨/小雨,24℃/19℃,东北风3-4级/东北风≤3级
2017年09月02日,http://www.tianqihoubao.com/lishi/xian/20170902.html,阴/小雨,26℃/19℃,东北风≤3级/东北风3-4级
2017年09月03日,http://www.tianqihoubao.com/lishi/xian/20170903.html,中雨/小雨,22℃/18℃,西南风≤3级/北风≤3级
2017年09月04日,http://www.tianqihoubao.com/lishi/xian/20170904.html,小雨/小雨,21℃/18℃,北风≤3级/南风≤3级
2017年09月05日,http://www.tianqihoubao.com/lishi/xian/20170905.html,中雨/多云,21℃/16℃,西南风≤3级/西南风≤3级
2017年09月06日,http://www.tianqihoubao.com/lishi/xian/20170906.html,晴/晴,28℃/14℃,西南风≤3级/东南风≤3级
2017年09月07日,http://www.tianqihoubao.com/lishi/xian/20170907.html,晴/阴,29℃/19℃,东北风≤3级/东北风≤3级
2017年09月08日,http://www.tianqihoubao.com/lishi/xian/20170908.html,小雨/小雨,26℃/18℃,南风≤3级/西南风≤3级
2017年09月09日,http://www.tianqihoubao.com/lishi/xian/20170909.html,中雨/小雨,22℃/18℃,西南风≤3级/西南风≤3级
2017年09月10日,http://www.tianqihoubao.com/lishi/xian/20170910.html,多云/晴,27℃/16℃,西南风3-4级/东南风≤3级
2017年09月11日,http://www.tianqihoubao.com/lishi/xian/20170911.html,晴/晴,29℃/17℃,东北风≤3级/东北风≤3级
2017年09月12日,http://www.tianqihoubao.com/lishi/xian/20170912.html,晴/晴,30℃/18℃,东北风3-4级/东南风3-4级
2017年09月13日,http://www.tianqihoubao.com/lishi/xian/20170913.html,晴/多云,30℃/18℃,东风3-4级/东风3-4级
2017年09月14日,http://www.tianqihoubao.com/lishi/xian/20170914.html,多云/多云,26℃/18℃,东北风≤3级/东北风≤3级
2017年09月15日,http://www.tianqihoubao.com/lishi/xian/20170915.html,多云/多云,26℃/18℃,东北风≤3级/东北风≤3级
2017年09月16日,http://www.tianqihoubao.com/lishi/xian/20170916.html,小雨/阵雨,24℃/18℃,北风≤3级/南风≤3级
2017年09月17日,http://www.tianqihoubao.com/lishi/xian/20170917.html,多云/多云,28℃/17℃,北风≤3级/南风≤3级
2017年09月18日,http://www.tianqihoubao.com/lishi/xian/20170918.html,多云/阴,29℃/18℃,西风≤3级/南风≤3级
2017年09月19日,http://www.tianqihoubao.com/lishi/xian/20170919.html,小雨/小雨,29℃/16℃,西南风≤3级/西南风≤3级
2017年09月20日,http://www.tianqihoubao.com/lishi/xian/20170920.html,晴/阴,30℃/15℃,北风≤3级/东风≤3级
2017年09月21日,http://www.tianqihoubao.com/lishi/xian/20170921.html,多云/多云,31℃/17℃,北风≤3级/南风≤3级
2017年09月22日,http://www.tianqihoubao.com/lishi/xian/20170922.html,阴/多云,27℃/18℃,东北风≤3级/东北风≤3级
2017年09月23日,http://www.tianqihoubao.com/lishi/xian/20170923.html,多云/小雨,27℃/18℃,北风≤3级/东南风≤3级
2017年09月24日,http://www.tianqihoubao.com/lishi/xian/20170924.html,小雨/小雨,26℃/19℃,东北风≤3级/西南风≤3级
2017年09月25日,http://www.tianqihoubao.com/lishi/xian/20170925.html,小雨/小雨,21℃/18℃,南风≤3级/北风≤3级
2017年09月26日,http://www.tianqihoubao.com/lishi/xian/20170926.html,中雨/中雨,20℃/16℃,西南风3-4级/西南风≤3级
2017年09月27日,http://www.tianqihoubao.com/lishi/xian/20170927.html,中雨/晴,19℃/13℃,西风≤3级/南风≤3级
2017年09月28日,http://www.tianqihoubao.com/lishi/xian/20170928.html,多云/阴,26℃/16℃,东北风3-4级/东南风≤3级
2017年09月29日,http://www.tianqihoubao.com/lishi/xian/20170929.html,阴/多云,24℃/16℃,南风≤3级/东北风≤3级
2017年09月30日,http://www.tianqihoubao.com/lishi/xian/20170930.html,小雨/阴,22℃/15℃,北风≤3级/北风≤3级
2017年07月01日,http://www.tianqihoubao.com/lishi/xian/20170701.html,晴/晴,36℃/24℃,东北风≤3级/东北风≤3级
2017年07月02日,http://www.tianqihoubao.com/lishi/xian/20170702.html,晴/晴,37℃/25℃,东北风≤3级/东北风≤3级
2017年07月03日,http://www.tianqihoubao.com/lishi/xian/20170703.html,多云/多云,37℃/25℃,东北风≤3级/东北风≤3级
2017年07月04日,http://www.tianqihoubao.com/lishi/xian/20170704.html,多云/多云,38℃/26℃,东北风≤3级/东北风≤3级
2017年07月05日,http://www.tianqihoubao.com/lishi/xian/20170705.html,小雨/小到中雨,29℃/23℃,东风≤3级/东风≤3级
